run_id,timestamp,entry_type,identifier,value
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 10:53:02,document_indexing_track,frankissstein,32872.154
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 10:56:35,chunk_count_track,gone_with_the_wind,418
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 10:56:35,document_indexing_track,gone_with_the_wind,213821.223
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 10:58:18,chunk_count_track,great_expectations,187
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 10:58:18,document_indexing_track,great_expectations,102092.362
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 10:59:25,chunk_count_track,harry_potter_and_the_prisoner_of_azkaban,116
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 10:59:25,document_indexing_track,harry_potter_and_the_prisoner_of_azkaban,67213.897
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:00:12,chunk_count_track,harry_potter_and_the_sorcerers_stone,82
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:00:12,document_indexing_track,harry_potter_and_the_sorcerers_stone,47672.999
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:02:21,chunk_count_track,jane_eyre,212
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:02:21,document_indexing_track,jane_eyre,128126.227
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:04:31,chunk_count_track,janets_love_and_service,210
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:04:31,document_indexing_track,janets_love_and_service,130552.915
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:11:22,chunk_count_track,les_misrables,593
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:11:22,document_indexing_track,les_misrables,410850.269
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:13:16,chunk_count_track,light_in_august,152
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:13:16,document_indexing_track,light_in_august,113570.352
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:14:03,chunk_count_track,lord_of_the_flies,62
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:14:03,document_indexing_track,lord_of_the_flies,46959.796
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:16:35,chunk_count_track,lover_or_friend,197
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:16:35,document_indexing_track,lover_or_friend,152562.481
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:18:34,chunk_count_track,magpie_murders,149
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:18:34,document_indexing_track,magpie_murders,118961.623
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:21:01,chunk_count_track,main_street,178
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:21:01,document_indexing_track,main_street,147008.595
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:24:18,chunk_count_track,man_and_wife,230
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:24:18,document_indexing_track,man_and_wife,196977.299
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:26:47,chunk_count_track,mansfield_park,169
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:26:47,document_indexing_track,mansfield_park,148727.008
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:30:36,chunk_count_track,marcella,252
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:30:36,document_indexing_track,marcella,229172.968
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:31:39,chunk_count_track,maurice,68
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:31:39,document_indexing_track,maurice,63206.890
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:37:07,chunk_count_track,middlemarch,342
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:37:07,document_indexing_track,middlemarch,327442.274
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:38:24,chunk_count_track,miriam_black_-_blackbirds,78
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:38:24,document_indexing_track,miriam_black_-_blackbirds,77097.551
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:41:16,chunk_count_track,mohammed_ali_and_his_house,172
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:41:16,document_indexing_track,mohammed_ali_and_his_house,172477.043
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:42:28,chunk_count_track,mrs_dalloway,71
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:42:28,document_indexing_track,mrs_dalloway,71967.681
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:43:37,chunk_count_track,murder_on_the_orient_express,67
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:43:37,document_indexing_track,murder_on_the_orient_express,68691.640
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:45:15,chunk_count_track,never_let_me_go,95
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:45:15,document_indexing_track,never_let_me_go,98182.801
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:48:18,chunk_count_track,oliver_twist,173
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:48:18,document_indexing_track,oliver_twist,182511.389
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:51:07,chunk_count_track,only_a_girls_love,157
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:51:07,document_indexing_track,only_a_girls_love,169756.345
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:52:04,chunk_count_track,oranges_are_not_the_only_fruit,52
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:52:04,document_indexing_track,oranges_are_not_the_only_fruit,57051.105
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:53:38,chunk_count_track,orlando,85
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:53:38,document_indexing_track,orlando,93838.698
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:56:09,chunk_count_track,pride_and_prejudice,133
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:56:09,document_indexing_track,pride_and_prejudice,150600.410
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:57:42,chunk_count_track,rebecca_of_sunnybrook_farm,82
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:57:42,document_indexing_track,rebecca_of_sunnybrook_farm,93390.186
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:59:34,chunk_count_track,satantango,98
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 11:59:34,document_indexing_track,satantango,111408.315
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:02:47,chunk_count_track,sons_and_lovers,166
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:02:47,document_indexing_track,sons_and_lovers,193752.831
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:03:48,chunk_count_track,strange_pilgrims,52
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:03:48,document_indexing_track,strange_pilgrims,60792.769
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:06:49,chunk_count_track,tess_of_the_durbervilles,151
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:06:49,document_indexing_track,tess_of_the_durbervilles,180381.607
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:08:17,chunk_count_track,the_adventure_of_tom_sawyer,73
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:08:17,document_indexing_track,the_adventure_of_tom_sawyer,88809.974
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:10:56,chunk_count_track,the_adventures_of_huckleberry_finn,130
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:10:56,document_indexing_track,the_adventures_of_huckleberry_finn,158678.612
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:12:05,chunk_count_track,the_bluest_eye,56
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:12:05,document_indexing_track,the_bluest_eye,68984.229
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:14:53,chunk_count_track,the_book_thief,135
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:14:53,document_indexing_track,the_book_thief,168418.220
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:16:25,chunk_count_track,the_catcher_in_the_rye,73
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:16:25,document_indexing_track,the_catcher_in_the_rye,91263.410
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:22:22,chunk_count_track,the_heavenly_twins,280
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 12:22:22,document_indexing_track,the_heavenly_twins,357545.060
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:08:17,chunk_count_track,the_history_of_rome,1976
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:08:17,document_indexing_track,the_history_of_rome,2754498.083
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:17:34,chunk_count_track,the_history_of_tom_jones,371
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:17:34,document_indexing_track,the_history_of_tom_jones,557248.398
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:24:23,chunk_count_track,the_idiot,265
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:24:23,document_indexing_track,the_idiot,408770.518
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:27:38,chunk_count_track,the_island,127
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:27:38,document_indexing_track,the_island,195365.423
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:32:23,chunk_count_track,the_keeper_of_the_door,183
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:32:23,document_indexing_track,the_keeper_of_the_door,284785.546
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:35:20,chunk_count_track,the_kite_runner,111
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:35:20,document_indexing_track,the_kite_runner,176923.262
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:39:01,chunk_count_track,the_law_and_the_lady,138
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:39:01,document_indexing_track,the_law_and_the_lady,221399.156
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:45:12,chunk_count_track,the_life_and_adventures_of_robinson_crusoe,227
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:45:12,document_indexing_track,the_life_and_adventures_of_robinson_crusoe,370851.953
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:46:40,chunk_count_track,the_lost_salt_gift_of_blood,53
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:46:40,document_indexing_track,the_lost_salt_gift_of_blood,88311.067
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:48:43,chunk_count_track,the_moon_and_sixpence,73
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:48:43,document_indexing_track,the_moon_and_sixpence,122255.082
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:54:20,chunk_count_track,the_night_land,200
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 13:54:20,document_indexing_track,the_night_land,337404.490
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:01:47,chunk_count_track,the_old_wives_tale,221
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:01:47,document_indexing_track,the_old_wives_tale,447010.722
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:04:16,chunk_count_track,the_painted_veil,69
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:04:16,document_indexing_track,the_painted_veil,148535.472
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:06:21,chunk_count_track,the_perks_of_being_a_wallflower,60
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:06:21,document_indexing_track,the_perks_of_being_a_wallflower,124908.887
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:09:12,chunk_count_track,the_picture_of_dorian_gray,78
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:09:12,document_indexing_track,the_picture_of_dorian_gray,171424.674
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:11:37,chunk_count_track,the_pilgrims_progress,67
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:11:37,document_indexing_track,the_pilgrims_progress,144545.048
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:15:51,chunk_count_track,the_razors_edge,120
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:15:51,document_indexing_track,the_razors_edge,254822.340
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:18:32,chunk_count_track,the_remains_of_the_day,75
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:18:32,document_indexing_track,the_remains_of_the_day,161036.229
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:21:33,chunk_count_track,the_scarlet_letter,85
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:21:33,document_indexing_track,the_scarlet_letter,180945.402
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:24:47,chunk_count_track,the_sun_also_rises,88
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:24:47,document_indexing_track,the_sun_also_rises,193538.383
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:27:37,chunk_count_track,the_waves,84
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:27:37,document_indexing_track,the_waves,169868.578
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:29:46,chunk_count_track,the_wind_in_the_willows,68
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:29:46,document_indexing_track,the_wind_in_the_willows,128887.008
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:33:23,chunk_count_track,to_kill_a_mocking_bird,112
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:33:23,document_indexing_track,to_kill_a_mocking_bird,217093.241
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:35:43,chunk_count_track,to_the_lighthouse,76
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:35:43,document_indexing_track,to_the_lighthouse,139828.415
